date,year,total,age,short,location,typ,country
2019-01-14,2019,77.0,Y40-59,PL71,łódzkie,W,
2019-01-14,2019,44.0,Y40-59,PL72,świętokrzyskie,W,
2019-01-14,2019,84.0,Y40-59,PL41,wielkopolskie,W,
2019-01-14,2019,53.0,Y40-59,PL81,lubelskie,W,
2019-01-14,2019,7.0,Y20-39,PL52,opolskie,W,
2019-01-14,2019,4.0,Y20-39,PL43,lubuskie,W,
2019-01-14,2019,159.0,TOTAL,CY,Cypr,C,Cyprus
2019-01-14,2019,0.0,UNK,PL22,śląskie,W,
2019-01-14,2019,0.0,UNK,PL41,wielkopolskie,W,
2019-01-14,2019,0.0,UNK,PL42,zachodniopomorskie,W,
2019-01-14,2019,0.0,UNK,PL43,lubuskie,W,
2019-01-14,2019,0.0,UNK,PL51,dolnośląskie,W,
2019-01-14,2019,0.0,UNK,PL52,opolskie,W,
2019-01-14,2019,0.0,UNK,PL61,kujawsko-pomorskie,W,
2019-01-14,2019,0.0,UNK,PL62,warmińsko-mazurskie,W,
2019-01-14,2019,10.0,Y20-39,PL51,dolnośląskie,W,
2019-01-14,2019,0.0,UNK,PL63,pomorskie,W,
2019-01-14,2019,0.0,UNK,PL72,świętokrzyskie,W,
2019-01-14,2019,0.0,UNK,PL81,lubelskie,W,
2019-01-14,2019,0.0,UNK,PL82,podkarpackie,W,
2019-01-14,2019,0.0,UNK,PL84,podlaskie,W,
2019-01-14,2019,0.0,UNK,PL9,mazowieckie,W,
2019-01-14,2019,15.0,Y20-39,PL21,małopolskie,W,
2019-01-14,2019,25.0,Y20-39,PL22,śląskie,W,
2019-01-14,2019,20.0,Y20-39,PL41,wielkopolskie,W,
2019-01-14,2019,5.0,Y20-39,PL42,zachodniopomorskie,W,
2019-01-14,2019,0.0,UNK,PL71,łódzkie,W,
2019-01-14,2019,53.0,Y40-59,PL82,podkarpackie,W,
2019-01-14,2019,31.0,Y40-59,PL84,podlaskie,W,
2019-01-14,2019,125.0,Y40-59,PL9,mazowieckie,W,
2019-01-14,2019,214.0,Y_GE80,PL63,pomorskie,W,
2019-01-14,2019,285.0,Y_GE80,PL71,łódzkie,W,
2019-01-14,2019,124.0,Y_GE80,PL72,świętokrzyskie,W,
2019-01-14,2019,240.0,Y_GE80,PL81,lubelskie,W,
2019-01-14,2019,209.0,Y_GE80,PL82,podkarpackie,W,
2019-01-14,2019,122.0,Y_GE80,PL84,podlaskie,W,
2019-01-14,2019,556.0,Y_GE80,PL9,mazowieckie,W,
2019-01-14,2019,7.0,Y_LT20,PL21,małopolskie,W,
2019-01-14,2019,8.0,Y_LT20,PL22,śląskie,W,
2019-01-14,2019,136.0,Y_GE80,PL62,warmińsko-mazurskie,W,
2019-01-14,2019,4.0,Y_LT20,PL41,wielkopolskie,W,
2019-01-14,2019,5.0,Y_LT20,PL51,dolnośląskie,W,
2019-01-14,2019,1.0,Y_LT20,PL52,opolskie,W,
2019-01-14,2019,3.0,Y_LT20,PL61,kujawsko-pomorskie,W,
2019-01-14,2019,2.0,Y_LT20,PL62,warmińsko-mazurskie,W,
2019-01-14,2019,1.0,Y_LT20,PL63,pomorskie,W,
2019-01-14,2019,3.0,Y_LT20,PL71,łódzkie,W,
2019-01-14,2019,1.0,Y_LT20,PL72,świętokrzyskie,W,
2019-01-14,2019,4.0,Y_LT20,PL81,lubelskie,W,
2019-01-14,2019,8.0,Y_LT20,PL82,podkarpackie,W,
2019-01-14,2019,0.0,Y_LT20,PL42,zachodniopomorskie,W,
2019-01-14,2019,207.0,Y_GE80,PL61,kujawsko-pomorskie,W,
2019-01-14,2019,103.0,Y_GE80,PL52,opolskie,W,
2019-01-14,2019,316.0,Y_GE80,PL51,dolnośląskie,W,
2019-01-14,2019,286.0,Y60-79,PL21,małopolskie,W,
2019-01-14,2019,465.0,Y60-79,PL22,śląskie,W,
2019-01-14,2019,313.0,Y60-79,PL41,wielkopolskie,W,
2019-01-14,2019,140.0,Y60-79,PL42,zachodniopomorskie,W,
2019-01-14,2019,92.0,Y60-79,PL43,lubuskie,W,
2019-01-14,2019,279.0,Y60-79,PL51,dolnośląskie,W,
2019-01-14,2019,101.0,Y60-79,PL52,opolskie,W,
2019-01-14,2019,201.0,Y60-79,PL61,kujawsko-pomorskie,W,
2019-01-14,2019,144.0,Y60-79,PL62,warmińsko-mazurskie,W,
2019-01-14,2019,199.0,Y60-79,PL63,pomorskie,W,
2019-01-14,2019,279.0,Y60-79,PL71,łódzkie,W,
2019-01-14,2019,121.0,Y60-79,PL72,świętokrzyskie,W,
2019-01-14,2019,168.0,Y60-79,PL81,lubelskie,W,
2019-01-14,2019,161.0,Y60-79,PL82,podkarpackie,W,
2019-01-14,2019,98.0,Y60-79,PL84,podlaskie,W,
2019-01-14,2019,471.0,Y60-79,PL9,mazowieckie,W,
2019-01-14,2019,357.0,Y_GE80,PL21,małopolskie,W,
2019-01-14,2019,464.0,Y_GE80,PL22,śląskie,W,
2019-01-14,2019,300.0,Y_GE80,PL41,wielkopolskie,W,
2019-01-14,2019,149.0,Y_GE80,PL42,zachodniopomorskie,W,
2019-01-14,2019,67.0,Y_GE80,PL43,lubuskie,W,
2019-01-14,2019,12.0,Y_LT20,PL9,mazowieckie,W,
2019-01-14,2019,2290.0,TOTAL,CZ,Czechy,C,Czech Republic
2019-01-14,2019,1186.0,TOTAL,PL9,mazowieckie,W,
2019-01-14,2019,1155.0,TOTAL,DK,Dania,C,Denmark
2019-01-14,2019,13.0,Y20-39,SE,Szwecja,C,Sweden
2019-01-14,2019,23.0,Y20-39,RS,Serbia,C,Serbia
2019-01-14,2019,86.0,Y20-39,RO,Rumunia,C,Romania
2019-01-14,2019,28.0,Y20-39,PT,Portugalia,C,Portugal
2019-01-14,2019,174.0,Y20-39,PL,Polska,C,Poland
2019-01-14,2019,18.0,Y20-39,NO,Norwegia,C,Norway
2019-01-14,2019,35.0,Y20-39,NL,Holandia,C,Netherlands
2019-01-14,2019,1.0,Y20-39,MT,Malta,C,Malta
2019-01-14,2019,1.0,Y20-39,ME,Montegegro,C,Montegegro
2019-01-14,2019,12.0,Y20-39,LV,Łotwa,C,Latvia
2019-01-14,2019,1.0,Y20-39,LU,Luksemburg,C,Luxembourg
2019-01-14,2019,13.0,Y20-39,LT,Litwa,C,Lithuania
2019-01-14,2019,0.0,Y20-39,LI,Liechenstein,C,Liechenstein
2019-01-14,2019,91.0,Y20-39,IT,Włochy,C,Italy
2019-01-14,2019,0.0,Y20-39,IS,Islandia,C,Iceland
2019-01-14,2019,35.0,Y20-39,HU,Węgry,C,Hungary
2019-01-14,2019,9.0,Y20-39,HR,Chorwacja,C,Croatia
2019-01-14,2019,183.0,Y20-39,FR,Francja,C,France
2019-01-14,2019,26.0,Y20-39,FI,Finlandia,C,Finland
2019-01-14,2019,79.0,Y20-39,ES,Hiszpania,C,Spain
2019-01-14,2019,28.0,Y20-39,EL,Grecja,C,Greece
2019-01-14,2019,3.0,Y20-39,EE,Estonia,C,Estonia
2019-01-14,2019,9.0,Y20-39,DK,Dania,C,Denmark
2019-01-14,2019,188.0,Y20-39,GE,Niemcy,C,Germany
2019-01-14,2019,1.0,Y20-39,CY,Cypr,C,Cyprus
2019-01-14,2019,3.0,Y20-39,SI,Słowenia,C,Slovenia
2019-01-14,2019,24.0,Y20-39,CH,Szwajcaria,C,Switzerland
2019-01-14,2019,24.0,Y20-39,SK,Słowacja,C,Slovakia
2019-01-14,2019,51.0,Y40-59,AL,Albania,C,Albania
2019-01-14,2019,66.0,Y40-59,NO,Norwegia,C,Norway
2019-01-14,2019,244.0,Y40-59,NL,Holandia,C,Netherlands
2019-01-14,2019,6.0,Y40-59,MT,Malta,C,Malta
2019-01-14,2019,15.0,Y40-59,ME,Montegegro,C,Montegegro
2019-01-14,2019,79.0,Y40-59,LV,Łotwa,C,Latvia
2019-01-14,2019,11.0,Y40-59,LU,Luksemburg,C,Luxembourg
2019-01-14,2019,104.0,Y40-59,LT,Litwa,C,Lithuania
2019-01-14,2019,0.0,Y40-59,LI,Liechenstein,C,Liechenstein
2019-01-14,2019,788.0,Y40-59,IT,Włochy,C,Italy
2019-01-14,2019,2.0,Y40-59,IS,Islandia,C,Iceland
2019-01-14,2019,311.0,Y40-59,HU,Węgry,C,Hungary
2019-01-14,2019,103.0,Y40-59,HR,Chorwacja,C,Croatia
2019-01-14,2019,992.0,Y40-59,FR,Francja,C,France
2019-01-14,2019,86.0,Y40-59,FI,Finlandia,C,Finland
2019-01-14,2019,672.0,Y40-59,ES,Hiszpania,C,Spain
2019-01-14,2019,184.0,Y40-59,EL,Grecja,C,Greece
2019-01-14,2019,32.0,Y40-59,EE,Estonia,C,Estonia
2019-01-14,2019,97.0,Y40-59,DK,Dania,C,Denmark
2019-01-14,2019,1484.0,Y40-59,GE,Niemcy,C,Germany
2019-01-14,2019,187.0,Y40-59,CZ,Czechy,C,Czech Republic
2019-01-14,2019,12.0,Y40-59,CY,Cypr,C,Cyprus
2019-01-14,2019,86.0,Y40-59,CH,Szwajcaria,C,Switzerland
2019-01-14,2019,299.0,Y40-59,BG,Bułgaria,C,Bulgaria
2019-01-14,2019,165.0,Y40-59,BE,Belgia,C,Belgium
2019-01-14,2019,111.0,Y40-59,AT,Austria,C,Austria
2019-01-14,2019,223.0,Y20-39,UK,Wielka Brytania,C,United Kingdom
2019-01-14,2019,983.0,Y40-59,PL,Polska,C,Poland
2019-01-14,2019,37.0,Y20-39,BG,Bułgaria,C,Bulgaria
2019-01-14,2019,27.0,Y20-39,AT,Austria,C,Austria
2019-01-14,2019,0.0,UNK,CY,Cypr,C,Cyprus
2019-01-14,2019,0.0,UNK,CH,Szwajcaria,C,Switzerland
2019-01-14,2019,0.0,UNK,BG,Bułgaria,C,Bulgaria
2019-01-14,2019,0.0,UNK,BE,Belgia,C,Belgium
2019-01-14,2019,0.0,UNK,AT,Austria,C,Austria
2019-01-14,2019,0.0,UNK,AL,Albania,C,Albania
2019-01-14,2019,14442.0,TOTAL,UK,Wielka Brytania,C,United Kingdom
2019-01-14,2019,1094.0,TOTAL,SK,Słowacja,C,Slovakia
2019-01-14,2019,488.0,TOTAL,SI,Słowenia,C,Slovenia
2019-01-14,2019,1820.0,TOTAL,SE,Szwecja,C,Sweden
2019-01-14,2019,2227.0,TOTAL,RS,Serbia,C,Serbia
2019-01-14,2019,6136.0,TOTAL,RO,Rumunia,C,Romania
2019-01-14,2019,2884.0,TOTAL,PT,Portugalia,C,Portugal
2019-01-14,2019,8586.0,TOTAL,PL,Polska,C,Poland
2019-01-14,2019,828.0,TOTAL,NO,Norwegia,C,Norway
2019-01-14,2019,3262.0,TOTAL,NL,Holandia,C,Netherlands
2019-01-14,2019,87.0,TOTAL,MT,Malta,C,Malta
2019-01-14,2019,152.0,TOTAL,ME,Montegegro,C,Montegegro
2019-01-14,2019,669.0,TOTAL,LV,Łotwa,C,Latvia
2019-01-14,2019,82.0,TOTAL,LU,Luksemburg,C,Luxembourg
2019-01-14,2019,878.0,TOTAL,LT,Litwa,C,Lithuania
2019-01-14,2019,3.0,TOTAL,LI,Liechenstein,C,Liechenstein
2019-01-14,2019,14863.0,TOTAL,IT,Włochy,C,Italy
2019-01-14,2019,41.0,TOTAL,IS,Islandia,C,Iceland
2019-01-14,2019,0.0,TOTAL,IE,Irlandia,C,Ireland
2019-01-14,2019,0.0,UNK,CZ,Czechy,C,Czech Republic
2019-01-14,2019,25.0,Y20-39,BE,Belgia,C,Belgium
2019-01-14,2019,0.0,UNK,GE,Niemcy,C,Germany
2019-01-14,2019,0.0,UNK,EE,Estonia,C,Estonia
2019-01-14,2019,11.0,Y20-39,AL,Albania,C,Albania
2019-01-14,2019,0.0,UNK,UK,Wielka Brytania,C,United Kingdom
2019-01-14,2019,0.0,UNK,SK,Słowacja,C,Slovakia
2019-01-14,2019,0.0,UNK,SI,Słowenia,C,Slovenia
2019-01-14,2019,0.0,UNK,SE,Szwecja,C,Sweden
2019-01-14,2019,1.0,UNK,RS,Serbia,C,Serbia
2019-01-14,2019,0.0,UNK,RO,Rumunia,C,Romania
2019-01-14,2019,0.0,UNK,PT,Portugalia,C,Portugal
2019-01-14,2019,0.0,UNK,PL,Polska,C,Poland
2019-01-14,2019,0.0,UNK,NO,Norwegia,C,Norway
2019-01-14,2019,0.0,UNK,NL,Holandia,C,Netherlands
2019-01-14,2019,0.0,UNK,MT,Malta,C,Malta
2019-01-14,2019,0.0,UNK,ME,Montegegro,C,Montegegro
2019-01-14,2019,0.0,UNK,LV,Łotwa,C,Latvia
2019-01-14,2019,0.0,UNK,LU,Luksemburg,C,Luxembourg
2019-01-14,2019,0.0,UNK,LT,Litwa,C,Lithuania
2019-01-14,2019,0.0,UNK,LI,Liechenstein,C,Liechenstein
2019-01-14,2019,0.0,UNK,IT,Włochy,C,Italy
2019-01-14,2019,0.0,UNK,IS,Islandia,C,Iceland
2019-01-14,2019,1.0,UNK,HU,Węgry,C,Hungary
2019-01-14,2019,0.0,UNK,HR,Chorwacja,C,Croatia
2019-01-14,2019,100.0,UNK,FR,Francja,C,France
2019-01-14,2019,0.0,UNK,FI,Finlandia,C,Finland
2019-01-14,2019,0.0,UNK,ES,Hiszpania,C,Spain
2019-01-14,2019,0.0,UNK,EL,Grecja,C,Greece
2019-01-14,2019,0.0,UNK,DK,Dania,C,Denmark
2019-01-14,2019,202.0,Y40-59,PT,Portugalia,C,Portugal
2019-01-14,2019,29.0,Y20-39,CZ,Czechy,C,Czech Republic
2019-01-14,2019,201.0,Y40-59,RS,Serbia,C,Serbia
2019-01-14,2019,0.0,Y_LT20,EE,Estonia,C,Estonia
2019-01-14,2019,4.0,Y_LT20,DK,Dania,C,Denmark
2019-01-14,2019,102.0,Y_LT20,GE,Niemcy,C,Germany
2019-01-14,2019,12.0,Y_LT20,CZ,Czechy,C,Czech Republic
2019-01-14,2019,1.0,Y_LT20,CY,Cypr,C,Cyprus
2019-01-14,2019,9.0,Y_LT20,CH,Szwajcaria,C,Switzerland
2019-01-14,2019,10.0,Y_LT20,BG,Bułgaria,C,Bulgaria
2019-01-14,2019,9.0,Y_LT20,BE,Belgia,C,Belgium
2019-01-14,2019,13.0,Y_LT20,AT,Austria,C,Austria
2019-01-14,2019,9.0,Y_LT20,AL,Albania,C,Albania
2019-01-14,2019,8160.0,Y_GE80,UK,Wielka Brytania,C,United Kingdom
2019-01-14,2019,431.0,Y_GE80,SK,Słowacja,C,Slovakia
2019-01-14,2019,263.0,Y_GE80,SI,Słowenia,C,Slovenia
2019-01-14,2019,1119.0,Y_GE80,SE,Szwecja,C,Sweden
2019-01-14,2019,1005.0,Y_GE80,RS,Serbia,C,Serbia
2019-01-14,2019,2662.0,Y_GE80,RO,Rumunia,C,Romania
2019-01-14,2019,1791.0,Y_GE80,PT,Portugalia,C,Portugal
2019-01-14,2019,3849.0,Y_GE80,PL,Polska,C,Poland
2019-01-14,2019,446.0,Y_GE80,NO,Norwegia,C,Norway
2019-01-14,2019,1935.0,Y_GE80,NL,Holandia,C,Netherlands
2019-01-14,2019,50.0,Y_GE80,MT,Malta,C,Malta
2019-01-14,2019,62.0,Y_GE80,ME,Montegegro,C,Montegegro
2019-01-14,2019,281.0,Y_GE80,LV,Łotwa,C,Latvia
2019-01-14,2019,40.0,Y_GE80,LU,Luksemburg,C,Luxembourg
2019-01-14,2019,452.0,Y_GE80,LT,Litwa,C,Lithuania
2019-01-14,2019,11.0,Y_LT20,EL,Grecja,C,Greece
2019-01-14,2019,39.0,Y_LT20,ES,Hiszpania,C,Spain
2019-01-14,2019,3.0,Y_LT20,FI,Finlandia,C,Finland
2019-01-14,2019,84.0,Y_LT20,FR,Francja,C,France
2019-01-14,2019,338.0,TOTAL,EE,Estonia,C,Estonia
2019-01-14,2019,771.0,Y40-59,RO,Rumunia,C,Romania
2019-01-14,2019,10025.0,TOTAL,ES,Hiszpania,C,Spain
2019-01-14,2019,1125.0,TOTAL,FI,Finlandia,C,Finland
2019-01-14,2019,13610.0,TOTAL,FR,Francja,C,France
2019-01-14,2019,1220.0,TOTAL,HR,Chorwacja,C,Croatia
2019-01-14,2019,95.0,Y_LT20,UK,Wielka Brytania,C,United Kingdom
2019-01-14,2019,7.0,Y_LT20,SK,Słowacja,C,Slovakia
2019-01-14,2019,2.0,Y_LT20,SI,Słowenia,C,Slovenia
2019-01-14,2019,8.0,Y_LT20,SE,Szwecja,C,Sweden
2019-01-14,2019,13.0,Y_LT20,RS,Serbia,C,Serbia
2019-01-14,2019,42.0,Y_LT20,RO,Rumunia,C,Romania
2019-01-14,2019,2.0,Y_GE80,LI,Liechenstein,C,Liechenstein
2019-01-14,2019,6.0,Y_LT20,PT,Portugalia,C,Portugal
2019-01-14,2019,9.0,Y_LT20,NO,Norwegia,C,Norway
2019-01-14,2019,19.0,Y_LT20,NL,Holandia,C,Netherlands
2019-01-14,2019,1.0,Y_LT20,MT,Malta,C,Malta
2019-01-14,2019,0.0,Y_LT20,ME,Montegegro,C,Montegegro
2019-01-14,2019,3.0,Y_LT20,LV,Łotwa,C,Latvia
2019-01-14,2019,1.0,Y_LT20,LU,Luksemburg,C,Luxembourg
2019-01-14,2019,6.0,Y_LT20,LT,Litwa,C,Lithuania
2019-01-14,2019,0.0,Y_LT20,LI,Liechenstein,C,Liechenstein
2019-01-14,2019,45.0,Y_LT20,IT,Włochy,C,Italy
2019-01-14,2019,0.0,Y_LT20,IS,Islandia,C,Iceland
2019-01-14,2019,10.0,Y_LT20,HU,Węgry,C,Hungary
2019-01-14,2019,5.0,Y_LT20,HR,Chorwacja,C,Croatia
2019-01-14,2019,62.0,Y_LT20,PL,Polska,C,Poland
2019-01-14,2019,9794.0,Y_GE80,IT,Włochy,C,Italy
2019-01-14,2019,3105.0,TOTAL,EL,Grecja,C,Greece
2019-01-14,2019,1288.0,Y_GE80,HU,Węgry,C,Hungary
2019-01-14,2019,303.0,Y60-79,LT,Litwa,C,Lithuania
2019-01-14,2019,1.0,Y60-79,LI,Liechenstein,C,Liechenstein
2019-01-14,2019,4145.0,Y60-79,IT,Włochy,C,Italy
2019-01-14,2019,13.0,Y60-79,IS,Islandia,C,Iceland
2019-01-14,2019,1445.0,Y60-79,HU,Węgry,C,Hungary
2019-01-14,2019,497.0,Y60-79,HR,Chorwacja,C,Croatia
2019-01-14,2019,3636.0,Y60-79,FR,Francja,C,France
2019-01-14,2019,386.0,Y60-79,FI,Finlandia,C,Finland
2019-01-14,2019,2704.0,Y60-79,ES,Hiszpania,C,Spain
2019-01-14,2019,862.0,Y60-79,EL,Grecja,C,Greece
2019-01-14,2019,132.0,Y60-79,EE,Estonia,C,Estonia
2019-01-14,2019,456.0,Y60-79,DK,Dania,C,Denmark
2019-01-14,2019,29.0,Y60-79,LU,Luksemburg,C,Luxembourg
2019-01-14,2019,6447.0,Y60-79,GE,Niemcy,C,Germany
2019-01-14,2019,40.0,Y60-79,CY,Cypr,C,Cyprus
2019-01-14,2019,393.0,Y60-79,CH,Szwajcaria,C,Switzerland
2019-01-14,2019,1207.0,Y60-79,BG,Bułgaria,C,Bulgaria
2019-01-14,2019,721.0,Y60-79,BE,Belgia,C,Belgium
2019-01-14,2019,563.0,Y60-79,AT,Austria,C,Austria
2019-01-14,2019,236.0,Y60-79,AL,Albania,C,Albania
2019-01-14,2019,1159.0,Y40-59,UK,Wielka Brytania,C,United Kingdom
2019-01-14,2019,146.0,Y40-59,SK,Słowacja,C,Slovakia
2019-01-14,2019,47.0,Y40-59,SI,Słowenia,C,Slovenia
2019-01-14,2019,3090.0,TOTAL,HU,Węgry,C,Hungary
2019-01-14,2019,92.0,Y40-59,SE,Szwecja,C,Sweden
2019-01-14,2019,26.0,Y_GE80,IS,Islandia,C,Iceland
2019-01-14,2019,1017.0,Y60-79,CZ,Czechy,C,Czech Republic
2019-01-14,2019,294.0,Y60-79,LV,Łotwa,C,Latvia
2019-01-14,2019,19170.0,TOTAL,GE,Niemcy,C,Germany
2019-01-14,2019,29.0,Y60-79,MT,Malta,C,Malta
2019-01-14,2019,74.0,Y60-79,ME,Montegegro,C,Montegegro
2019-01-14,2019,606.0,Y_GE80,HR,Chorwacja,C,Croatia
2019-01-14,2019,8615.0,Y_GE80,FR,Francja,C,France
2019-01-14,2019,624.0,Y_GE80,FI,Finlandia,C,Finland
2019-01-14,2019,6531.0,Y_GE80,ES,Hiszpania,C,Spain
2019-01-14,2019,2020.0,Y_GE80,EL,Grecja,C,Greece
2019-01-14,2019,171.0,Y_GE80,EE,Estonia,C,Estonia
2019-01-14,2019,10949.0,Y_GE80,GE,Niemcy,C,Germany
2019-01-14,2019,1045.0,Y_GE80,CZ,Czechy,C,Czech Republic
2019-01-14,2019,105.0,Y_GE80,CY,Cypr,C,Cyprus
2019-01-14,2019,877.0,Y_GE80,CH,Szwajcaria,C,Switzerland
2019-01-14,2019,1141.0,Y_GE80,BG,Bułgaria,C,Bulgaria
2019-01-14,2019,589.0,Y_GE80,DK,Dania,C,Denmark
2019-01-14,2019,996.0,Y_GE80,AT,Austria,C,Austria
2019-01-14,2019,1427.0,Y_GE80,BE,Belgia,C,Belgium
2019-01-14,2019,289.0,Y60-79,NO,Norwegia,C,Norway
2019-01-14,2019,3518.0,Y60-79,PL,Polska,C,Poland
2019-01-14,2019,857.0,Y60-79,PT,Portugalia,C,Portugal
2019-01-14,2019,984.0,Y60-79,RS,Serbia,C,Serbia
2019-01-14,2019,2575.0,Y60-79,RO,Rumunia,C,Romania
2019-01-14,2019,1029.0,Y60-79,NL,Holandia,C,Netherlands
2019-01-14,2019,173.0,Y60-79,SI,Słowenia,C,Slovenia
2019-01-14,2019,486.0,Y60-79,SK,Słowacja,C,Slovakia
2019-01-14,2019,4805.0,Y60-79,UK,Wielka Brytania,C,United Kingdom
2019-01-14,2019,256.0,Y_GE80,AL,Albania,C,Albania
2019-01-14,2019,588.0,Y60-79,SE,Szwecja,C,Sweden
2019-01-21,2019,17.0,Y20-39,PL51,dolnośląskie,W,
2019-01-21,2019,9.0,Y20-39,PL61,kujawsko-pomorskie,W,
2019-01-21,2019,4.0,Y20-39,PL52,opolskie,W,
2019-01-21,2019,5.0,Y20-39,PL43,lubuskie,W,
2019-01-21,2019,0.0,UNK,PL84,podlaskie,W,
2019-01-21,2019,17.0,Y20-39,PL41,wielkopolskie,W,
2019-01-21,2019,26.0,Y20-39,PL22,śląskie,W,
2019-01-21,2019,11.0,Y20-39,PL21,małopolskie,W,
2019-01-21,2019,0.0,UNK,PL9,mazowieckie,W,
2019-01-21,2019,11.0,Y20-39,PL62,warmińsko-mazurskie,W,
2019-01-21,2019,5.0,Y20-39,PL42,zachodniopomorskie,W,
2019-01-21,2019,12.0,Y20-39,PL63,pomorskie,W,
2019-01-21,2019,78.0,Y40-59,PL51,dolnośląskie,W,
2019-01-21,2019,8.0,Y20-39,PL72,świętokrzyskie,W,
2019-01-21,2019,12.0,Y20-39,PL81,lubelskie,W,
2019-01-21,2019,11.0,Y20-39,PL82,podkarpackie,W,
2019-01-21,2019,3.0,Y20-39,PL84,podlaskie,W,
2019-01-21,2019,21.0,Y20-39,PL9,mazowieckie,W,
2019-01-21,2019,73.0,Y40-59,PL21,małopolskie,W,
2019-01-21,2019,139.0,Y40-59,PL22,śląskie,W,
2019-01-21,2019,83.0,Y40-59,PL41,wielkopolskie,W,
2019-01-21,2019,43.0,Y40-59,PL42,zachodniopomorskie,W,
2019-01-21,2019,30.0,Y40-59,PL43,lubuskie,W,
2019-01-21,2019,0.0,UNK,PL82,podkarpackie,W,
2019-01-21,2019,14.0,Y20-39,PL71,łódzkie,W,
2019-01-21,2019,0.0,UNK,PL81,lubelskie,W,
2019-01-21,2019,1237.0,TOTAL,PL9,mazowieckie,W,
2019-01-21,2019,0.0,UNK,PL71,łódzkie,W,
2019-01-21,2019,1106.0,TOTAL,PL22,śląskie,W,
2019-01-21,2019,702.0,TOTAL,PL41,wielkopolskie,W,
2019-01-21,2019,361.0,TOTAL,PL42,zachodniopomorskie,W,
2019-01-21,2019,206.0,TOTAL,PL43,lubuskie,W,
2019-01-21,2019,656.0,TOTAL,PL51,dolnośląskie,W,
2019-01-21,2019,246.0,TOTAL,PL52,opolskie,W,
2019-01-21,2019,484.0,TOTAL,PL61,kujawsko-pomorskie,W,
2019-01-21,2019,294.0,TOTAL,PL62,warmińsko-mazurskie,W,
2019-01-21,2019,481.0,TOTAL,PL63,pomorskie,W,
2019-01-21,2019,625.0,TOTAL,PL71,łódzkie,W,
2019-01-21,2019,308.0,TOTAL,PL72,świętokrzyskie,W,
2019-01-21,2019,545.0,TOTAL,PL81,lubelskie,W,
2019-01-21,2019,443.0,TOTAL,PL82,podkarpackie,W,
2019-01-21,2019,268.0,TOTAL,PL84,podlaskie,W,
2019-01-21,2019,24.0,Y40-59,PL52,opolskie,W,
2019-01-21,2019,0.0,UNK,PL21,małopolskie,W,
2019-01-21,2019,0.0,UNK,PL22,śląskie,W,
2019-01-21,2019,0.0,UNK,PL41,wielkopolskie,W,
2019-01-21,2019,0.0,UNK,PL42,zachodniopomorskie,W,
2019-01-21,2019,0.0,UNK,PL43,lubuskie,W,
2019-01-21,2019,0.0,UNK,PL51,dolnośląskie,W,
2019-01-21,2019,0.0,UNK,PL52,opolskie,W,
2019-01-21,2019,0.0,UNK,PL61,kujawsko-pomorskie,W,
2019-01-21,2019,0.0,UNK,PL62,warmińsko-mazurskie,W,
2019-01-21,2019,0.0,UNK,PL63,pomorskie,W,
2019-01-21,2019,0.0,UNK,PL72,świętokrzyskie,W,
2019-01-21,2019,58.0,Y40-59,PL61,kujawsko-pomorskie,W,
2019-01-21,2019,82.0,Y60-79,PL43,lubuskie,W,
2019-01-21,2019,61.0,Y40-59,PL63,pomorskie,W,
2019-01-21,2019,111.0,Y_GE80,PL62,warmińsko-mazurskie,W,
2019-01-21,2019,212.0,Y_GE80,PL63,pomorskie,W,
2019-01-21,2019,279.0,Y_GE80,PL71,łódzkie,W,
2019-01-21,2019,147.0,Y_GE80,PL72,świętokrzyskie,W,
2019-01-21,2019,264.0,Y_GE80,PL81,lubelskie,W,
2019-01-21,2019,218.0,Y_GE80,PL82,podkarpackie,W,
2019-01-21,2019,150.0,Y_GE80,PL84,podlaskie,W,
2019-01-21,2019,566.0,Y_GE80,PL9,mazowieckie,W,
2019-01-21,2019,5.0,Y_LT20,PL21,małopolskie,W,
2019-01-21,2019,5.0,Y_LT20,PL22,śląskie,W,
2019-01-21,2019,7.0,Y_LT20,PL41,wielkopolskie,W,
2019-01-21,2019,203.0,Y_GE80,PL61,kujawsko-pomorskie,W,
2019-01-21,2019,2.0,Y_LT20,PL42,zachodniopomorskie,W,
2019-01-21,2019,3.0,Y_LT20,PL51,dolnośląskie,W,
2019-01-21,2019,1.0,Y_LT20,PL52,opolskie,W,
2019-01-21,2019,4.0,Y_LT20,PL61,kujawsko-pomorskie,W,
2019-01-21,2019,1.0,Y_LT20,PL62,warmińsko-mazurskie,W,
2019-01-21,2019,0.0,Y_LT20,PL63,pomorskie,W,
2019-01-21,2019,1.0,Y_LT20,PL71,łódzkie,W,
2019-01-21,2019,2.0,Y_LT20,PL72,świętokrzyskie,W,
2019-01-21,2019,4.0,Y_LT20,PL81,lubelskie,W,
2019-01-21,2019,4.0,Y_LT20,PL82,podkarpackie,W,
2019-01-21,2019,2.0,Y_LT20,PL84,podlaskie,W,
2019-01-21,2019,5.0,Y_LT20,PL9,mazowieckie,W,
2019-01-21,2019,2.0,Y_LT20,PL43,lubuskie,W,
2019-01-21,2019,113.0,Y_GE80,PL52,opolskie,W,
2019-01-21,2019,270.0,Y_GE80,PL51,dolnośląskie,W,
2019-01-21,2019,87.0,Y_GE80,PL43,lubuskie,W,
2019-01-21,2019,64.0,Y40-59,PL71,łódzkie,W,
